wn,acac,ozone,h2o
682.4361926,1.06438E-05,4.25533E-06,-2.43E-08
682.5567217,1.06916E-05,4.0131E-06,-2.44E-08
682.6772509,1.07202E-05,3.91821E-06,-2.44E-08
682.7977801,1.07568E-05,3.97063E-06,-2.45E-08
682.9183093,1.0848E-05,4.13454E-06,-2.47E-08
683.0388384,1.10446E-05,4.34758E-06,-2.52E-08
683.1593676,1.13825E-05,4.53408E-06,-2.60E-08
683.2798968,1.18652E-05,4.62943E-06,-2.71E-08
683.400426,1.24523E-05,4.58828E-06,-2.84E-08
683.5209551,1.30467E-05,4.40001E-06,-2.97E-08
683.6414843,1.35387E-05,4.09539E-06,-3.09E-08
683.7620135,1.38168E-05,3.74657E-06,-3.15E-08
683.8825427,1.38171E-05,3.45396E-06,-3.15E-08
684.0030718,1.35433E-05,3.30424E-06,-3.09E-08
684.123601,1.30569E-05,3.35046E-06,-2.98E-08
684.2441302,1.24477E-05,3.58423E-06,-2.84E-08
684.3646594,1.17964E-05,3.94763E-06,-2.69E-08
684.4851885,1.11591E-05,4.34359E-06,-2.54E-08
684.6057177,1.05682E-05,4.67191E-06,-2.41E-08
684.7262469,1.00483E-05,4.85821E-06,-2.29E-08
684.8467761,9.63431E-06,4.87104E-06,-2.20E-08
684.9673052,9.37847E-06,4.73165E-06,-2.14E-08
685.0878344,9.33506E-06,4.50045E-06,-2.13E-08
685.2083636,9.54313E-06,4.2644E-06,-2.18E-08
685.3288928,9.98351E-06,4.09849E-06,-2.28E-08
685.4494219,1.05818E-05,4.03876E-06,-2.41E-08
685.5699511,1.12066E-05,4.0757E-06,-2.56E-08
685.6904803,1.17284E-05,4.16153E-06,-2.67E-08
685.8110095,1.20697E-05,4.24758E-06,-2.75E-08
685.9315387,1.22243E-05,4.30068E-06,-2.79E-08
686.0520678,1.22643E-05,4.32435E-06,-2.80E-08
686.172597,1.22938E-05,4.34957E-06,-2.80E-08
686.2931262,1.24179E-05,4.42125E-06,-2.83E-08
686.4136554,1.26957E-05,4.56992E-06,-2.89E-08
686.5341845,1.31255E-05,4.80334E-06,-2.99E-08
686.6547137,1.36389E-05,5.09387E-06,-3.11E-08
686.7752429,1.41369E-05,5.38575E-06,-3.22E-08
686.8957721,1.45175E-05,5.61348E-06,-3.31E-08
687.0163012,1.47112E-05,5.71662E-06,-3.35E-08
687.1368304,1.4705E-05,5.6655E-06,-3.35E-08
687.2573596,1.45296E-05,5.46764E-06,-3.31E-08
687.3778888,1.42393E-05,5.16047E-06,-3.25E-08
687.4984179,1.3881E-05,4.79913E-06,-3.16E-08
687.6189471,1.34815E-05,4.44403E-06,-3.07E-08
687.7394763,1.30513E-05,4.1487E-06,-2.98E-08
687.8600055,1.25939E-05,3.94453E-06,-2.87E-08
687.9805346,1.21172E-05,3.84367E-06,-2.76E-08
688.1010638,1.16465E-05,3.82996E-06,-2.66E-08
688.221593,1.12047E-05,3.86203E-06,-2.55E-08
688.3421222,1.08253E-05,3.88171E-06,-2.47E-08
688.4626513,1.05309E-05,3.83128E-06,-2.40E-08
688.5831805,1.03393E-05,3.68022E-06,-2.36E-08
688.7037097,1.02642E-05,3.4449E-06,-2.34E-08
688.8242389,1.03225E-05,3.18969E-06,-2.35E-08
688.944768,1.05362E-05,3.00173E-06,-2.40E-08
689.0652972,1.09128E-05,2.96768E-06,-2.49E-08
689.1858264,1.14408E-05,3.12999E-06,-2.61E-08
689.3063556,1.20747E-05,3.47365E-06,-2.75E-08
689.4268847,1.27282E-05,3.93104E-06,-2.90E-08
689.5474139,1.32987E-05,4.40908E-06,-3.03E-08
689.6679431,1.36877E-05,4.81883E-06,-3.12E-08
689.7884723,1.38236E-05,5.09674E-06,-3.15E-08
689.9090014,1.36951E-05,5.22797E-06,-3.12E-08
690.0295306,1.33527E-05,5.24368E-06,-3.04E-08
690.1500598,1.29048E-05,5.2023E-06,-2.94E-08
690.270589,1.24763E-05,5.16202E-06,-2.84E-08
690.3911182,1.2165E-05,5.15649E-06,-2.77E-08
690.5116473,1.20266E-05,5.18592E-06,-2.74E-08
690.6321765,1.20583E-05,5.22885E-06,-2.75E-08
690.7527057,1.2224E-05,5.25762E-06,-2.79E-08
690.8732349,1.24772E-05,5.25098E-06,-2.84E-08
690.993764,1.27798E-05,5.2096E-06,-2.91E-08
691.1142932,1.31063E-05,5.14056E-06,-2.99E-08
691.2348224,1.34288E-05,5.05182E-06,-3.06E-08
691.3553516,1.37125E-05,4.94782E-06,-3.13E-08
691.4758807,1.39065E-05,4.82325E-06,-3.17E-08
691.5964099,1.39528E-05,4.68209E-06,-3.18E-08
691.7169391,1.38134E-05,4.53828E-06,-3.15E-08
691.8374683,1.34881E-05,4.41704E-06,-3.08E-08
691.9579974,1.30367E-05,4.35045E-06,-2.97E-08
692.0785266,1.25526E-05,4.35178E-06,-2.86E-08
692.1990558,1.21427E-05,4.40178E-06,-2.77E-08
692.319585,1.18842E-05,4.44602E-06,-2.71E-08
692.4401141,1.17961E-05,4.41638E-06,-2.69E-08
692.5606433,1.18438E-05,4.25488E-06,-2.70E-08
692.6811725,1.1958E-05,3.94851E-06,-2.73E-08
692.8017017,1.2071E-05,3.53889E-06,-2.75E-08
692.9222308,1.21486E-05,3.12954E-06,-2.77E-08
693.04276,1.22025E-05,2.84584E-06,-2.78E-08
693.1632892,1.22863E-05,2.79366E-06,-2.80E-08
693.2838184,1.24769E-05,3.0234E-06,-2.84E-08
693.4043475,1.28276E-05,3.49996E-06,-2.92E-08
693.5248767,1.33409E-05,4.11862E-06,-3.04E-08
693.6454059,1.3958E-05,4.72899E-06,-3.18E-08
693.7659351,1.45743E-05,5.20252E-06,-3.32E-08
693.8864642,1.50736E-05,5.4641E-06,-3.44E-08
694.0069934,1.53602E-05,5.50615E-06,-3.50E-08
694.1275226,1.53888E-05,5.37447E-06,-3.51E-08
694.2480518,1.51631E-05,5.13812E-06,-3.46E-08
694.3685809,1.47289E-05,4.86396E-06,-3.36E-08
694.4891101,1.41549E-05,4.59359E-06,-3.23E-08
694.6096393,1.3516E-05,4.35112E-06,-3.08E-08
694.7301685,1.28884E-05,4.1476E-06,-2.94E-08
694.8506977,1.23382E-05,3.9943E-06,-2.81E-08
694.9712268,1.19223E-05,3.90737E-06,-2.72E-08
695.091756,1.16831E-05,3.89609E-06,-2.66E-08
695.2122852,1.1644E-05,3.95382E-06,-2.65E-08
695.3328144,1.17939E-05,4.04783E-06,-2.69E-08
695.4533435,1.20874E-05,4.12614E-06,-2.76E-08
695.5738727,1.24558E-05,4.13145E-06,-2.84E-08
695.6944019,1.28099E-05,4.02284E-06,-2.92E-08
695.8149311,1.306E-05,3.7928E-06,-2.98E-08
695.9354602,1.31475E-05,3.46856E-06,-3.00E-08
696.0559894,1.30377E-05,3.10102E-06,-2.97E-08
696.1765186,1.27462E-05,2.74613E-06,-2.91E-08
696.2970478,1.23171E-05,2.44235E-06,-2.81E-08
696.4175769,1.1829E-05,2.20889E-06,-2.70E-08
696.5381061,1.13639E-05,2.04222E-06,-2.59E-08
696.6586353,1.09928E-05,1.93545E-06,-2.51E-08
696.7791645,1.07636E-05,1.88815E-06,-2.45E-08
696.8996936,1.0686E-05,1.91622E-06,-2.44E-08
697.0202228,1.07462E-05,2.04465E-06,-2.45E-08
697.140752,1.09078E-05,2.29069E-06,-2.49E-08
697.2612812,1.11337E-05,2.64796E-06,-2.54E-08
697.3818103,1.13871E-05,3.08112E-06,-2.60E-08
697.5023395,1.16477E-05,3.52894E-06,-2.66E-08
697.6228687,1.19003E-05,3.92617E-06,-2.71E-08
697.7433979,1.21337E-05,4.22568E-06,-2.77E-08
697.863927,1.23319E-05,4.41129E-06,-2.81E-08
697.9844562,1.2471E-05,4.49713E-06,-2.84E-08
698.1049854,1.25188E-05,4.5197E-06,-2.85E-08
698.2255146,1.2444E-05,4.51195E-06,-2.84E-08
698.3460437,1.22277E-05,4.48828E-06,-2.79E-08
698.4665729,1.18792E-05,4.43496E-06,-2.71E-08
698.5871021,1.14421E-05,4.32435E-06,-2.61E-08
698.7076313,1.09835E-05,4.13255E-06,-2.50E-08
698.8281604,1.05812E-05,3.85982E-06,-2.41E-08
698.9486896,1.03023E-05,3.53867E-06,-2.35E-08
699.0692188,1.01811E-05,3.2222E-06,-2.32E-08
699.189748,1.02105E-05,2.97431E-06,-2.33E-08
699.3102772,1.0347E-05,2.84054E-06,-2.36E-08
699.4308063,1.05241E-05,2.83435E-06,-2.40E-08
699.5513355,1.06755E-05,2.93319E-06,-2.43E-08
699.6718647,1.07568E-05,3.08974E-06,-2.45E-08
699.7923939,1.07608E-05,3.25006E-06,-2.45E-08
699.912923,1.07171E-05,3.37258E-06,-2.44E-08
700.0334522,1.06773E-05,3.44291E-06,-2.43E-08
700.1539814,1.06867E-05,3.46967E-06,-2.44E-08
700.2745106,1.07779E-05,3.48161E-06,-2.46E-08
700.3950397,1.09478E-05,3.5024E-06,-2.50E-08
700.5155689,1.11678E-05,3.54619E-06,-2.55E-08
700.6360981,1.13881E-05,3.60834E-06,-2.60E-08
700.7566273,1.1564E-05,3.67137E-06,-2.64E-08
700.8771564,1.16605E-05,3.70831E-06,-2.66E-08
700.9976856,1.1662E-05,3.69526E-06,-2.66E-08
701.1182148,1.15674E-05,3.61652E-06,-2.64E-08
701.238744,1.13896E-05,3.46458E-06,-2.60E-08
701.3592731,1.11427E-05,3.24144E-06,-2.54E-08
701.4798023,1.08421E-05,2.95662E-06,-2.47E-08
701.6003315,1.05015E-05,2.62496E-06,-2.39E-08
701.7208607,1.01349E-05,2.26615E-06,-2.31E-08
701.8413898,9.76083E-06,1.90385E-06,-2.23E-08
701.961919,9.40638E-06,1.56479E-06,-2.14E-08
702.0824482,9.1025E-06,1.27462E-06,-2.08E-08
702.2029774,8.8839E-06,1.05297E-06,-2.03E-08
702.3235065,8.77662E-06,9.10225E-07,-2.00E-08
702.4440357,8.79895E-06,8.4703E-07,-2.01E-08
702.5645649,8.95025E-06,8.54321E-07,-2.04E-08
702.6850941,9.21226E-06,9.16411E-07,-2.10E-08
702.8056232,9.54716E-06,1.01982E-06,-2.18E-08
702.9261524,9.90845E-06,1.15506E-06,-2.26E-08
703.0466816,1.02406E-05,1.31727E-06,-2.33E-08
703.1672108,1.04999E-05,1.5049E-06,-2.39E-08
703.2877399,1.06615E-05,1.71398E-06,-2.43E-08
703.4082691,1.07261E-05,1.93855E-06,-2.45E-08
703.5287983,1.07202E-05,2.16711E-06,-2.44E-08
703.6493275,1.06795E-05,2.38464E-06,-2.43E-08
703.7698566,1.06426E-05,2.57677E-06,-2.43E-08
703.8903858,1.06283E-05,2.73264E-06,-2.42E-08
704.010915,1.06293E-05,2.84584E-06,-2.42E-08
704.1314442,1.06193E-05,2.91107E-06,-2.42E-08
704.2519734,1.05635E-05,2.92301E-06,-2.41E-08
704.3725025,1.04419E-05,2.87437E-06,-2.38E-08
704.4930317,1.02617E-05,2.75409E-06,-2.34E-08
704.6135609,1.00688E-05,2.55598E-06,-2.30E-08
704.7340901,9.93265E-06,2.28317E-06,-2.26E-08
704.8546192,9.93606E-06,1.95601E-06,-2.27E-08
704.9751484,1.01296E-05,1.6154E-06,-2.31E-08
705.0956776,1.05229E-05,1.31064E-06,-2.40E-08
705.2162068,1.10651E-05,1.09142E-06,-2.52E-08
705.3367359,1.16611E-05,9.87563E-07,-2.66E-08
705.4572651,1.21929E-05,9.95518E-07,-2.78E-08
