wn,acac,ozone,h2o
417.874652,0,1.59E-03,0.00E+00
417.9951812,0,1.57E-03,0.00E+00
418.1157103,0,1.56E-03,0.00E+00
418.2362395,0,1.53E-03,0.00E+00
418.3567687,0,1.48E-03,0.00E+00
418.4772979,0,1.41E-03,0.00E+00
418.597827,0,1.31E-03,0.00E+00
418.7183562,0,1.20E-03,0.00E+00
418.8388854,0,1.08E-03,0.00E+00
418.9594146,0,9.63E-04,0.00E+00
419.0799438,0,8.66E-04,0.00E+00
419.2004729,0,8.01E-04,0.00E+00
419.3210021,0,7.67E-04,0.00E+00
419.4415313,0,7.53E-04,0.00E+00
419.5620605,0,7.36E-04,0.00E+00
419.6825896,0,6.93E-04,0.00E+00
419.8031188,0,6.07E-04,0.00E+00
419.923648,0,4.74E-04,0.00E+00
420.0441772,0,3.07E-04,0.00E+00
420.1647063,0,1.33E-04,0.00E+00
420.2852355,0,-1.72E-05,0.00E+00
420.4057647,0,-1.23E-04,0.00E+00
420.5262939,0,-1.80E-04,0.00E+00
420.646823,0,-1.98E-04,0.00E+00
420.7673522,0,-1.97E-04,0.00E+00
420.8878814,0,-1.94E-04,0.00E+00
421.0084106,0,-2.05E-04,0.00E+00
421.1289397,0,-2.35E-04,0.00E+00
421.2494689,0,-2.81E-04,0.00E+00
421.3699981,0,-3.31E-04,0.00E+00
421.4905273,0,-3.67E-04,0.00E+00
421.6110564,0,-3.68E-04,0.00E+00
421.7315856,0,-3.13E-04,0.00E+00
421.8521148,0,-1.95E-04,0.00E+00
421.972644,0,-2.24E-05,0.00E+00
422.0931731,0,1.79E-04,0.00E+00
422.2137023,0,3.80E-04,0.00E+00
422.3342315,0,5.51E-04,0.00E+00
422.4547607,0,6.71E-04,0.00E+00
422.5752898,0,7.29E-04,0.00E+00
422.695819,0,7.17E-04,0.00E+00
422.8163482,0,6.45E-04,0.00E+00
422.9368774,0,5.45E-04,0.00E+00
423.0574065,0,4.68E-04,0.00E+00
423.1779357,0,4.54E-04,0.00E+00
423.2984649,0,5.07E-04,0.00E+00
423.4189941,0,6.05E-04,0.00E+00
423.5395233,0,7.13E-04,0.00E+00
423.6600524,0,8.05E-04,0.00E+00
423.7805816,0,8.57E-04,0.00E+00
423.9011108,0,8.57E-04,0.00E+00
424.02164,0,8.11E-04,0.00E+00
424.1421691,0,7.44E-04,0.00E+00
424.2626983,0,6.88E-04,0.00E+00
424.3832275,0,6.69E-04,0.00E+00
424.5037567,0,6.95E-04,0.00E+00
424.6242858,0,7.53E-04,0.00E+00
424.744815,0,8.17E-04,0.00E+00
424.8653442,0,8.59E-04,0.00E+00
424.9858734,0,8.59E-04,0.00E+00
425.1064025,0,8.13E-04,0.00E+00
425.2269317,0,7.33E-04,0.00E+00
425.3474609,0,6.43E-04,0.00E+00
425.4679901,0,5.74E-04,0.00E+00
425.5885192,0,5.49E-04,0.00E+00
425.7090484,0,5.68E-04,0.00E+00
425.8295776,0,6.09E-04,0.00E+00
425.9501068,0,6.40E-04,0.00E+00
426.0706359,0,6.37E-04,0.00E+00
426.1911651,0,5.93E-04,0.00E+00
426.3116943,0,5.10E-04,0.00E+00
426.4322235,0,4.03E-04,0.00E+00
426.5527526,0,2.91E-04,0.00E+00
426.6732818,0,2.04E-04,0.00E+00
426.793811,0,1.67E-04,0.00E+00
426.9143402,0,1.97E-04,0.00E+00
427.0348693,0,2.83E-04,0.00E+00
427.1553985,0,3.99E-04,0.00E+00
427.2759277,0,5.07E-04,0.00E+00
427.3964569,0,5.78E-04,0.00E+00
427.516986,0,6.00E-04,0.00E+00
427.6375152,0,5.71E-04,0.00E+00
427.7580444,0,5.07E-04,0.00E+00
427.8785736,0,4.34E-04,0.00E+00
427.9991028,0,3.81E-04,0.00E+00
428.1196319,0,3.70E-04,0.00E+00
428.2401611,0,4.10E-04,0.00E+00
428.3606903,0,4.92E-04,0.00E+00
428.4812195,0,5.97E-04,0.00E+00
428.6017486,0,6.98E-04,0.00E+00
428.7222778,0,7.69E-04,0.00E+00
428.842807,0,7.94E-04,0.00E+00
428.9633362,0,7.69E-04,0.00E+00
429.0838653,0,7.04E-04,0.00E+00
429.2043945,0,6.20E-04,0.00E+00
429.3249237,0,5.34E-04,0.00E+00
429.4454529,0,4.63E-04,0.00E+00
429.565982,0,4.14E-04,0.00E+00
429.6865112,0,3.87E-04,0.00E+00
429.8070404,0,3.78E-04,0.00E+00
429.9275696,0,3.83E-04,0.00E+00
430.0480987,0,3.95E-04,0.00E+00
430.1686279,0,4.10E-04,0.00E+00
430.2891571,0,4.28E-04,0.00E+00
430.4096863,0,4.47E-04,0.00E+00
430.5302154,0,4.63E-04,0.00E+00
430.6507446,0,4.76E-04,0.00E+00
430.7712738,0,4.80E-04,0.00E+00
430.891803,0,4.73E-04,0.00E+00
431.0123321,0,4.54E-04,0.00E+00
431.1328613,0,4.21E-04,0.00E+00
431.2533905,0,3.77E-04,0.00E+00
431.3739197,0,3.25E-04,0.00E+00
431.4944488,0,2.71E-04,0.00E+00
431.614978,0,2.21E-04,0.00E+00
431.7355072,0,1.83E-04,0.00E+00
431.8560364,0,1.64E-04,0.00E+00
431.9765655,0,1.69E-04,0.00E+00
432.0970947,0,1.99E-04,0.00E+00
432.2176239,0,2.51E-04,0.00E+00
432.3381531,0,3.16E-04,0.00E+00
432.4586823,0,3.81E-04,0.00E+00
432.5792114,0,4.30E-04,0.00E+00
432.6997406,0,4.52E-04,0.00E+00
432.8202698,0,4.41E-04,0.00E+00
432.940799,0,4.01E-04,0.00E+00
433.0613281,0,3.43E-04,0.00E+00
433.1818573,0,2.85E-04,0.00E+00
433.3023865,0,2.45E-04,0.00E+00
433.4229157,0,2.39E-04,0.00E+00
433.5434448,0,2.74E-04,0.00E+00
433.663974,0,3.46E-04,0.00E+00
433.7845032,0,4.38E-04,0.00E+00
433.9050324,0,5.28E-04,0.00E+00
434.0255615,0,5.91E-04,0.00E+00
434.1460907,0,6.11E-04,0.00E+00
434.2666199,0,5.83E-04,0.00E+00
434.3871491,0,5.12E-04,0.00E+00
434.5076782,0,4.13E-04,0.00E+00
434.6282074,0,3.10E-04,0.00E+00
434.7487366,0,2.27E-04,0.00E+00
