1.293398e+003,6.050075e-003
1.293519e+003,6.016713e-003
1.293639e+003,5.988090e-003
1.293760e+003,5.966960e-003
1.293880e+003,5.953556e-003
1.294001e+003,5.945360e-003
1.294121e+003,5.939146e-003
1.294242e+003,5.932461e-003
1.294363e+003,5.925542e-003
1.294483e+003,5.920571e-003
1.294604e+003,5.921780e-003
1.294724e+003,5.933167e-003
1.294845e+003,5.956580e-003
1.294965e+003,5.990845e-003
1.295086e+003,6.031731e-003
1.295206e+003,6.073797e-003
1.295327e+003,6.111801e-003
1.295447e+003,6.142314e-003
1.295568e+003,6.164898e-003
1.295688e+003,6.181467e-003
1.295809e+003,6.194843e-003
1.295929e+003,6.207380e-003
1.296050e+003,6.219749e-003
1.296171e+003,6.230539e-003
1.296291e+003,6.236925e-003
1.296411e+003,6.235883e-003
1.296532e+003,6.225699e-003
1.296653e+003,6.206137e-003
1.296773e+003,6.179080e-003
1.296894e+003,6.147254e-003
1.297014e+003,6.113145e-003
1.297135e+003,6.078434e-003
1.297255e+003,6.043591e-003
1.297376e+003,6.008650e-003
1.297496e+003,5.973510e-003
1.297617e+003,5.938978e-003
1.297737e+003,5.907170e-003
1.297858e+003,5.881005e-003
1.297978e+003,5.862903e-003
1.298099e+003,5.854205e-003
1.298219e+003,5.854137e-003
1.298340e+003,5.859847e-003
1.298461e+003,5.867571e-003
1.298581e+003,5.873549e-003
1.298702e+003,5.875329e-003
1.298822e+003,5.872710e-003
1.298943e+003,5.867336e-003
1.299063e+003,5.861828e-003
1.299184e+003,5.858570e-003
1.299304e+003,5.858470e-003
1.299425e+003,5.860720e-003
1.299545e+003,5.863440e-003
1.299666e+003,5.864179e-003
1.299786e+003,5.861795e-003
1.299907e+003,5.856522e-003
1.300027e+003,5.850410e-003
1.300148e+003,5.846178e-003
1.300268e+003,5.845842e-003
1.300389e+003,5.850309e-003
1.300510e+003,5.858403e-003
1.300630e+003,5.867437e-003
1.300751e+003,5.874322e-003
1.300871e+003,5.876841e-003
1.300992e+003,5.874020e-003
1.301112e+003,5.866832e-003
1.301233e+003,5.856791e-003
1.301353e+003,5.845943e-003
1.301474e+003,5.835096e-003
1.301594e+003,5.824081e-003
1.301715e+003,5.811555e-003
1.301835e+003,5.796176e-003
1.301956e+003,5.777137e-003
1.302076e+003,5.754640e-003
1.302197e+003,5.730433e-003
1.302318e+003,5.706898e-003
1.302438e+003,5.687124e-003
1.302559e+003,5.673528e-003
1.302679e+003,5.667855e-003
1.302800e+003,5.670843e-003
1.302920e+003,5.682055e-003
1.303041e+003,5.699948e-003
1.303161e+003,5.721737e-003
1.303282e+003,5.744400e-003
1.303402e+003,5.764176e-003
1.303523e+003,5.778346e-003
1.303643e+003,5.785162e-003
1.303764e+003,5.784826e-003
1.303884e+003,5.779219e-003
1.304005e+003,5.771093e-003
1.304125e+003,5.763471e-003
1.304246e+003,5.757964e-003
1.304366e+003,5.754707e-003
1.304487e+003,5.752021e-003
1.304608e+003,5.747623e-003
1.304728e+003,5.740068e-003
1.304849e+003,5.729291e-003
1.304969e+003,5.717473e-003
1.305090e+003,5.707569e-003
1.305210e+003,5.702668e-003
1.305331e+003,5.704279e-003
1.305451e+003,5.711296e-003
1.305572e+003,5.720663e-003
1.305692e+003,5.728486e-003
1.305813e+003,5.731641e-003
1.305933e+003,5.729493e-003
1.306054e+003,5.723886e-003
1.306174e+003,5.718548e-003
1.306295e+003,5.717775e-003
1.306416e+003,5.724020e-003
1.306536e+003,5.737013e-003
1.306656e+003,5.753633e-003
1.306777e+003,5.768877e-003
1.306898e+003,5.777842e-003
1.307018e+003,5.777070e-003
1.307139e+003,5.765721e-003
1.307259e+003,5.745911e-003
1.307380e+003,5.721468e-003
1.307500e+003,5.696625e-003
1.307621e+003,5.675576e-003
1.307741e+003,5.661141e-003
1.307862e+003,5.654931e-003
1.307982e+003,5.657449e-003
1.308103e+003,5.667989e-003
1.308223e+003,5.685211e-003
1.308344e+003,5.706193e-003
1.308464e+003,5.727579e-003
1.308585e+003,5.744903e-003
1.308706e+003,5.753902e-003
1.308826e+003,5.751484e-003
1.308947e+003,5.736778e-003
1.309067e+003,5.711397e-003
1.309188e+003,5.679403e-003
1.309308e+003,5.646371e-003
1.309429e+003,5.618142e-003
1.309549e+003,5.599312e-003
1.309670e+003,5.592364e-003
1.309790e+003,5.597399e-003
1.309911e+003,5.612670e-003
1.310031e+003,5.634824e-003
1.310152e+003,5.660067e-003
1.310272e+003,5.684573e-003
1.310393e+003,5.704783e-003
1.310513e+003,5.717708e-003
1.310634e+003,5.721368e-003
1.310755e+003,5.715056e-003
1.310875e+003,5.699445e-003
1.310996e+003,5.677187e-003
1.311116e+003,5.652615e-003
1.311237e+003,5.631165e-003
1.311357e+003,5.617974e-003
1.311478e+003,5.616799e-003
1.311598e+003,5.629319e-003
1.311719e+003,5.653555e-003
1.311839e+003,5.685077e-003
1.311960e+003,5.717305e-003
1.312080e+003,5.743661e-003
1.312201e+003,5.758132e-003
1.312321e+003,5.757528e-003
1.312442e+003,5.742083e-003
1.312563e+003,5.715425e-003
1.312683e+003,5.682793e-003
1.312803e+003,5.649829e-003
1.312924e+003,5.621364e-003
1.313045e+003,5.599748e-003
1.313165e+003,5.584980e-003
1.313286e+003,5.575415e-003
1.313406e+003,5.569340e-003
1.313527e+003,5.565380e-003
1.313647e+003,5.564004e-003
1.313768e+003,5.566957e-003
1.313888e+003,5.576791e-003
1.314009e+003,5.595116e-003
1.314129e+003,5.621263e-003
1.314250e+003,5.652044e-003
1.314370e+003,5.681686e-003
1.314491e+003,5.703776e-003
1.314611e+003,5.712941e-003
1.314732e+003,5.706462e-003
1.314853e+003,5.685446e-003
1.314973e+003,5.654394e-003
1.315094e+003,5.619719e-003
1.315214e+003,5.587296e-003
1.315335e+003,5.561890e-003
1.315455e+003,5.546317e-003
1.315576e+003,5.541921e-003
1.315696e+003,5.548969e-003
1.315817e+003,5.568031e-003
1.315937e+003,5.599413e-003
1.316058e+003,5.642780e-003
1.316178e+003,5.695584e-003
1.316299e+003,5.752760e-003
1.316419e+003,5.806149e-003
1.316540e+003,5.846447e-003
1.316660e+003,5.865858e-003
1.316781e+003,5.860015e-003
1.316901e+003,5.830058e-003
1.317022e+003,5.782912e-003
1.317143e+003,5.728720e-003
1.317263e+003,5.677926e-003
1.317384e+003,5.638483e-003
1.317504e+003,5.614886e-003
1.317625e+003,5.608072e-003
1.317745e+003,5.616665e-003
1.317866e+003,5.638986e-003
1.317986e+003,5.673763e-003
1.318107e+003,5.719991e-003
1.318227e+003,5.775928e-003
1.318348e+003,5.837648e-003
1.318468e+003,5.898336e-003
1.318589e+003,5.948417e-003
1.318709e+003,5.978952e-003
1.318830e+003,5.983655e-003
1.318951e+003,5.961618e-003
1.319071e+003,5.918287e-003
1.319192e+003,5.863474e-003
1.319312e+003,5.808567e-003
1.319433e+003,5.762229e-003
1.319553e+003,5.729727e-003
1.319674e+003,5.711699e-003
1.319794e+003,5.705488e-003
1.319915e+003,5.706730e-003
1.320035e+003,5.711061e-003
1.320156e+003,5.715459e-003
1.320276e+003,5.717910e-003
1.320397e+003,5.717205e-003
1.320517e+003,5.711967e-003
1.320638e+003,5.700822e-003
1.320758e+003,5.682760e-003
1.320879e+003,5.657885e-003
1.321000e+003,5.628211e-003
1.321120e+003,5.597197e-003
1.321241e+003,5.569005e-003
1.321361e+003,5.547056e-003
1.321482e+003,5.532927e-003
1.321602e+003,5.525377e-003
1.321723e+003,5.521551e-003
1.321843e+003,5.517725e-003
1.321964e+003,5.511182e-003
1.322084e+003,5.500914e-003
1.322205e+003,5.487961e-003
1.322325e+003,5.474774e-003
1.322446e+003,5.464137e-003
1.322566e+003,5.457662e-003
1.322687e+003,5.455984e-003
1.322807e+003,5.458366e-003
1.322928e+003,5.463802e-003
1.323048e+003,5.470949e-003
1.323169e+003,5.478901e-003
1.323290e+003,5.486954e-003
1.323410e+003,5.493833e-003
1.323531e+003,5.498162e-003
1.323651e+003,5.497994e-003
1.323772e+003,5.491954e-003
1.323892e+003,5.479404e-003
1.324013e+003,5.461520e-003
1.324133e+003,5.440785e-003
1.324254e+003,5.420318e-003
1.324374e+003,5.403040e-003
1.324495e+003,5.391064e-003
1.324615e+003,5.385058e-003
1.324736e+003,5.384723e-003
1.324856e+003,5.389487e-003
1.324977e+003,5.399048e-003
1.325098e+003,5.413239e-003
1.325218e+003,5.432162e-003
1.325339e+003,5.455044e-003
1.325459e+003,5.479841e-003
1.325580e+003,5.502960e-003
1.325700e+003,5.520376e-003
1.325821e+003,5.528162e-003
1.325941e+003,5.524437e-003
1.326062e+003,5.509772e-003
1.326182e+003,5.487022e-003
1.326303e+003,5.461386e-003
1.326423e+003,5.437966e-003
1.326544e+003,5.421426e-003
1.326664e+003,5.414951e-003
1.326785e+003,5.419547e-003
1.326905e+003,5.434980e-003
1.327026e+003,5.459842e-003
1.327146e+003,5.491987e-003
1.327267e+003,5.528934e-003
1.327388e+003,5.567763e-003
1.327508e+003,5.605354e-003
1.327629e+003,5.638751e-003
1.327749e+003,5.665069e-003
1.327870e+003,5.683029e-003
1.327990e+003,5.691858e-003
1.328111e+003,5.692261e-003
1.328231e+003,5.685412e-003
1.328352e+003,5.672823e-003
1.328472e+003,5.655938e-003
1.328593e+003,5.635932e-003
1.328713e+003,5.614013e-003
1.328834e+003,5.591894e-003
1.328954e+003,5.571388e-003
1.329075e+003,5.555010e-003
1.329195e+003,5.544371e-003
1.329316e+003,5.539975e-003
1.329437e+003,5.540814e-003
1.329557e+003,5.544337e-003
1.329678e+003,5.547157e-003
1.329798e+003,5.546418e-003
1.329919e+003,5.540646e-003
1.330039e+003,5.530343e-003
1.330160e+003,5.518028e-003
1.330280e+003,5.507088e-003
1.330401e+003,5.501014e-003
1.330521e+003,5.501551e-003
1.330642e+003,5.509001e-003
1.330762e+003,5.521417e-003
1.330883e+003,5.535746e-003
1.331003e+003,5.548935e-003
1.331124e+003,5.557963e-003
1.331245e+003,5.561453e-003
1.331365e+003,5.558768e-003
1.331486e+003,5.550546e-003
1.331606e+003,5.538163e-003
1.331727e+003,5.523565e-003
1.331847e+003,5.509068e-003
1.331968e+003,5.497457e-003
1.332088e+003,5.491518e-003
1.332209e+003,5.493934e-003
1.332329e+003,5.506484e-003
1.332450e+003,5.528833e-003
1.332570e+003,5.558500e-003
1.332691e+003,5.591324e-003
1.332811e+003,5.621566e-003
1.332932e+003,5.643350e-003
1.333052e+003,5.653185e-003
1.333173e+003,5.650198e-003
1.333293e+003,5.636972e-003
1.333414e+003,5.618645e-003
1.333535e+003,5.601896e-003
1.333655e+003,5.592196e-003
1.333776e+003,5.592633e-003
1.333896e+003,5.603105e-003
1.334017e+003,5.620189e-003
1.334137e+003,5.639490e-003
1.334258e+003,5.656375e-003
1.334378e+003,5.667855e-003
1.334499e+003,5.673595e-003
1.334619e+003,5.675106e-003
1.334740e+003,5.675005e-003
